Messung;GPS;RMC;Jahr;Monat;Tag;GPS;GGA;Stunde;Minute;Sekunde;Longitude;Latitud;X;XX;Height;XXX;RTCMEZ;Jahr_Gerät;Monat_Gerät;Tag_Gerät;Stunde_Gerät;Minute_Gerät;Sekunde_Gerät;SENSORDATA;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;END;;
116;GPS;RMC;2024;12;12;GPS;GGA;9;25;39;7.43714;46.95173;13;0.9;596.7;49.5;RTCMEZ;2024;12;12;11;25;21;SENSORDATA;6.41;48.79;6.69;49.34;5.65;51.77;5.33;53.71;END;;
117;GPS;RMC;2024;12;12;GPS;GGA;9;25;40;7.43714;46.95173;13;0.9;596.6;49.5;RTCMEZ;2024;12;12;11;25;22;SENSORDATA;6.41;48.74;6.69;49.35;5.65;51.77;5.35;53.65;END;;
118;GPS;RMC;2024;12;12;GPS;GGA;9;25;41;7.43714;46.95173;13;0.9;596.6;49.5;RTCMEZ;2024;12;12;11;25;23;SENSORDATA;6.42;48.68;6.69;49.35;5.62;51.72;5.3;53.57;END;;
119;GPS;RMC;2024;12;12;GPS;GGA;9;25;42;7.43714;46.95173;13;0.9;596.5;49.5;RTCMEZ;2024;12;12;11;25;25;SENSORDATA;6.37;48.78;6.67;49.3;5.58;51.82;5.37;53.65;END;;
120;GPS;RMC;2024;12;12;GPS;GGA;9;25;43;7.43714;46.95173;12;1.1;596.5;49.5;RTCMEZ;2024;12;12;11;25;26;SENSORDATA;6.38;48.82;6.69;49.31;5.6;51.75;5.39;53.51;END;;
121;GPS;RMC;2024;12;12;GPS;GGA;9;25;45;7.43714;46.95173;12;1.1;596.3;49.5;RTCMEZ;2024;12;12;11;25;27;SENSORDATA;6.38;48.8;6.59;49.28;5.62;51.85;5.34;53.47;END;;
122;GPS;RMC;2024;12;12;GPS;GGA;9;25;46;7.43714;46.95173;12;1.1;596.2;49.5;RTCMEZ;2024;12;12;11;25;28;SENSORDATA;6.38;48.89;6.63;49.2;5.6;51.86;5.37;53.42;END;;
123;GPS;RMC;2024;12;12;GPS;GGA;9;25;47;7.43714;46.95173;12;1.1;596.1;49.5;RTCMEZ;2024;12;12;11;25;29;SENSORDATA;6.37;48.84;6.6;49.23;5.59;51.85;5.33;53.38;END;;
124;GPS;RMC;2024;12;12;GPS;GGA;9;25;48;7.43714;46.95173;12;1.1;596;49.5;RTCMEZ;2024;12;12;11;25;31;SENSORDATA;6.37;48.95;6.57;49.38;5.58;51.92;5.39;53.34;END;;
125;GPS;RMC;2024;12;12;GPS;GGA;9;25;49;7.43714;46.95173;12;1.1;595.9;49.5;RTCMEZ;2024;12;12;11;25;32;SENSORDATA;6.32;48.92;6.62;49.28;5.56;52.02;5.31;53.27;END;;
126;GPS;RMC;2024;12;12;GPS;GGA;9;25;51;7.43714;46.95173;13;0.9;595.7;49.5;RTCMEZ;2024;12;12;11;25;33;SENSORDATA;6.32;49;6.55;49.29;5.6;52.08;5.33;53.27;END;;
127;GPS;RMC;2024;12;12;GPS;GGA;9;25;52;7.43714;46.95172;13;0.9;595.6;49.5;RTCMEZ;2024;12;12;11;25;34;SENSORDATA;6.3;48.93;6.56;49.37;5.59;52.29;5.35;53.26;END;;
128;GPS;RMC;2024;12;12;GPS;GGA;9;25;53;7.43714;46.95172;13;0.9;595.5;49.5;RTCMEZ;2024;12;12;11;25;36;SENSORDATA;6.3;49.06;6.59;49.39;5.56;52.43;5.28;53.27;END;;
129;GPS;RMC;2024;12;12;GPS;GGA;9;25;54;7.43714;46.95172;13;0.9;595.4;49.5;RTCMEZ;2024;12;12;11;25;37;SENSORDATA;6.37;48.99;6.55;49.45;5.59;52.58;5.34;53.35;END;;
130;GPS;RMC;2024;12;12;GPS;GGA;9;25;55;7.43714;46.95172;13;0.9;595.3;49.5;RTCMEZ;2024;12;12;11;25;38;SENSORDATA;6.34;49.16;6.59;49.46;5.49;52.83;5.3;53.4;END;;
131;GPS;RMC;2024;12;12;GPS;GGA;9;25;57;7.43714;46.95172;13;0.9;595.1;49.5;RTCMEZ;2024;12;12;11;25;39;SENSORDATA;6.32;49.12;6.5;49.55;5.51;52.85;5.24;53.56;END;;
132;GPS;RMC;2024;12;12;GPS;GGA;9;25;58;7.43714;46.95172;13;0.9;595;49.5;RTCMEZ;2024;12;12;11;25;40;SENSORDATA;6.25;49.13;6.5;49.6;5.52;53.02;5.25;53.59;END;;
133;GPS;RMC;2024;12;12;GPS;GGA;9;25;59;7.43714;46.95172;13;0.9;594.8;49.5;RTCMEZ;2024;12;12;11;25;42;SENSORDATA;6.25;49.09;6.55;49.61;5.49;53.04;5.25;53.67;END;;
134;GPS;RMC;2024;12;12;GPS;GGA;9;26;0;7.43714;46.95172;13;0.9;594.7;49.5;RTCMEZ;2024;12;12;11;25;43;SENSORDATA;6.28;49.05;6.53;49.61;5.46;52.98;5.25;53.71;END;;
135;GPS;RMC;2024;12;12;GPS;GGA;9;26;2;7.43714;46.95172;13;0.9;594.4;49.5;RTCMEZ;2024;12;12;11;25;44;SENSORDATA;6.28;49.14;6.5;49.57;5.46;53.02;5.28;53.75;END;;
136;GPS;RMC;2024;12;12;GPS;GGA;9;26;3;7.43714;46.95172;13;0.9;594.3;49.5;RTCMEZ;2024;12;12;11;25;45;SENSORDATA;6.24;49.11;6.48;49.61;5.46;53.06;5.2;53.78;END;;
137;GPS;RMC;2024;12;12;GPS;GGA;9;26;4;7.43714;46.95172;13;0.9;594.2;49.5;RTCMEZ;2024;12;12;11;25;46;SENSORDATA;6.27;49.12;6.52;49.72;5.41;53.06;5.18;53.81;END;;
138;GPS;RMC;2024;12;12;GPS;GGA;9;26;5;7.43713;46.95172;13;0.9;594.1;49.5;RTCMEZ;2024;12;12;11;25;48;SENSORDATA;6.2;49.17;6.45;49.73;5.37;53.01;5.2;53.72;END;;
139;GPS;RMC;2024;12;12;GPS;GGA;9;26;6;7.43713;46.95172;13;0.9;594;49.5;RTCMEZ;2024;12;12;11;25;49;SENSORDATA;6.2;49.3;6.45;49.81;5.42;53.09;5.21;53.82;END;;
140;GPS;RMC;2024;12;12;GPS;GGA;9;26;8;7.43713;46.95172;13;0.9;593.9;49.5;RTCMEZ;2024;12;12;11;25;50;SENSORDATA;6.25;49.37;6.42;49.87;5.42;53.04;5.16;53.85;END;;
141;GPS;RMC;2024;12;12;GPS;GGA;9;26;9;7.43713;46.95172;13;0.9;593.8;49.5;RTCMEZ;2024;12;12;11;25;51;SENSORDATA;6.22;49.42;6.43;49.98;5.42;53.06;5.16;53.84;END;;
142;GPS;RMC;2024;12;12;GPS;GGA;9;26;10;7.43713;46.95172;13;0.9;593.8;49.5;RTCMEZ;2024;12;12;11;25;52;SENSORDATA;6.27;49.46;6.42;50.04;5.37;53.04;5.21;53.96;END;;
143;GPS;RMC;2024;12;12;GPS;GGA;9;26;11;7.43713;46.95172;13;0.9;593.7;49.5;RTCMEZ;2024;12;12;11;25;54;SENSORDATA;6.16;49.51;6.38;50.15;5.34;52.98;5.16;53.99;END;;
144;GPS;RMC;2024;12;12;GPS;GGA;9;26;12;7.43713;46.95172;13;0.9;593.7;49.5;RTCMEZ;2024;12;12;11;25;55;SENSORDATA;6.16;49.52;6.39;50.21;5.35;52.96;5.16;54;END;;
145;GPS;RMC;2024;12;12;GPS;GGA;9;26;14;7.43713;46.95172;13;0.9;593.5;49.5;RTCMEZ;2024;12;12;11;25;56;SENSORDATA;6.16;49.58;6.32;50.31;5.34;52.94;5.14;54.02;END;;
146;GPS;RMC;2024;12;12;GPS;GGA;9;26;15;7.43713;46.95172;13;0.9;593.4;49.5;RTCMEZ;2024;12;12;11;25;57;SENSORDATA;6.18;49.71;6.35;50.41;5.32;52.89;5.08;53.99;END;;
147;GPS;RMC;2024;12;12;GPS;GGA;9;26;16;7.43713;46.95172;13;0.9;593.3;49.5;RTCMEZ;2024;12;12;11;25;59;SENSORDATA;6.17;49.69;6.32;50.46;5.32;52.92;5.08;54.04;END;;
148;GPS;RMC;2024;12;12;GPS;GGA;9;26;17;7.43713;46.95172;13;0.9;593.2;49.5;RTCMEZ;2024;12;12;11;26;0;SENSORDATA;6.13;49.78;6.32;50.56;5.32;53.03;5.11;54.03;END;;
149;GPS;RMC;2024;12;12;GPS;GGA;9;26;18;7.43713;46.95172;13;0.9;593.1;49.5;RTCMEZ;2024;12;12;11;26;1;SENSORDATA;6.11;49.79;6.25;50.65;5.3;52.94;5.07;54.02;END;;
150;GPS;RMC;2024;12;12;GPS;GGA;9;26;20;7.43713;46.95172;13;0.9;592.8;49.5;RTCMEZ;2024;12;12;11;26;2;SENSORDATA;6.11;49.83;6.24;50.7;5.28;52.98;5.06;54.04;END;;
151;GPS;RMC;2024;12;12;GPS;GGA;9;26;21;7.43713;46.95172;13;0.9;592.6;49.5;RTCMEZ;2024;12;12;11;26;3;SENSORDATA;6.14;49.96;6.19;50.84;5.28;53.07;5.03;54.08;END;;
152;GPS;RMC;2024;12;12;GPS;GGA;9;26;22;7.43713;46.95172;13;0.9;592.5;49.5;RTCMEZ;2024;12;12;11;26;5;SENSORDATA;6.08;49.99;6.17;50.83;5.25;53.09;5.07;54.09;END;;
153;GPS;RMC;2024;12;12;GPS;GGA;9;26;23;7.43713;46.95172;13;0.9;592.4;49.5;RTCMEZ;2024;12;12;11;26;6;SENSORDATA;6.03;49.96;6.17;50.93;5.27;53.08;5.04;54.11;END;;
154;GPS;RMC;2024;12;12;GPS;GGA;9;26;24;7.43713;46.95172;13;0.9;592.3;49.5;RTCMEZ;2024;12;12;11;26;7;SENSORDATA;6.1;49.97;6.14;50.97;5.27;53.12;5.03;54.19;END;;
155;GPS;RMC;2024;12;12;GPS;GGA;9;26;26;7.43713;46.95172;13;0.9;592.2;49.5;RTCMEZ;2024;12;12;11;26;8;SENSORDATA;6.01;50.03;6.15;51.01;5.27;53.08;4.97;54.19;END;;
156;GPS;RMC;2024;12;12;GPS;GGA;9;26;27;7.43713;46.95172;13;0.9;592.1;49.5;RTCMEZ;2024;12;12;11;26;9;SENSORDATA;6;50.16;6.12;51.1;5.21;53.12;4.94;54.2;END;;
157;GPS;RMC;2024;12;12;GPS;GGA;9;26;28;7.43713;46.95172;13;0.9;592;49.5;RTCMEZ;2024;12;12;11;26;11;SENSORDATA;6.03;50.13;6.1;51.15;5.18;53.15;5;54.24;END;;
158;GPS;RMC;2024;12;12;GPS;GGA;9;26;29;7.43713;46.95172;13;0.9;591.9;49.5;RTCMEZ;2024;12;12;11;26;12;SENSORDATA;6;50.3;6.04;51.27;5.18;53.14;4.91;54.36;END;;
159;GPS;RMC;2024;12;12;GPS;GGA;9;26;31;7.43713;46.95172;13;0.9;591.8;49.5;RTCMEZ;2024;12;12;11;26;13;SENSORDATA;5.92;50.28;6.02;51.36;5.08;53.23;4.89;54.33;END;;
160;GPS;RMC;2024;12;12;GPS;GGA;9;26;32;7.43713;46.95172;13;0.9;591.7;49.5;RTCMEZ;2024;12;12;11;26;14;SENSORDATA;5.92;50.32;5.97;51.38;5.1;53.3;4.89;54.42;END;;
161;GPS;RMC;2024;12;12;GPS;GGA;9;26;33;7.43713;46.95172;13;0.9;591.6;49.5;RTCMEZ;2024;12;12;11;26;15;SENSORDATA;5.9;50.29;5.94;51.45;5.07;53.35;4.89;54.48;END;;
162;GPS;RMC;2024;12;12;GPS;GGA;9;26;34;7.43713;46.95172;13;0.9;591.5;49.5;RTCMEZ;2024;12;12;11;26;17;SENSORDATA;5.89;50.4;6;51.57;5.08;53.32;4.84;54.54;END;;
163;GPS;RMC;2024;12;12;GPS;GGA;9;26;35;7.43713;46.95172;13;0.9;591.4;49.5;RTCMEZ;2024;12;12;11;26;18;SENSORDATA;5.93;50.51;5.94;51.62;5.06;53.49;4.86;54.61;END;;
164;GPS;RMC;2024;12;12;GPS;GGA;9;26;37;7.43713;46.95172;13;0.9;591.3;49.5;RTCMEZ;2024;12;12;11;26;19;SENSORDATA;5.87;50.44;5.91;51.7;5.04;53.46;4.86;54.65;END;;
165;GPS;RMC;2024;12;12;GPS;GGA;9;26;38;7.43713;46.95172;13;0.9;591.3;49.5;RTCMEZ;2024;12;12;11;26;20;SENSORDATA;5.87;50.59;5.97;51.72;5.06;53.48;4.84;54.74;END;;
166;GPS;RMC;2024;12;12;GPS;GGA;9;26;39;7.43713;46.95172;13;0.9;591.3;49.5;RTCMEZ;2024;12;12;11;26;22;SENSORDATA;5.85;50.61;5.91;51.79;5.06;53.59;4.86;54.79;END;;
167;GPS;RMC;2024;12;12;GPS;GGA;9;26;40;7.43713;46.95172;13;0.9;591.2;49.5;RTCMEZ;2024;12;12;11;26;23;SENSORDATA;5.79;50.67;5.87;51.83;5.03;53.54;4.83;54.89;END;;
168;GPS;RMC;2024;12;12;GPS;GGA;9;26;41;7.43713;46.95172;13;0.9;591.2;49.5;RTCMEZ;2024;12;12;11;26;24;SENSORDATA;5.83;50.71;5.87;51.87;5.03;53.52;4.86;54.84;END;;
169;GPS;RMC;2024;12;12;GPS;GGA;9;26;43;7.43713;46.95172;13;0.9;591.1;49.5;RTCMEZ;2024;12;12;11;26;25;SENSORDATA;5.76;50.75;5.86;51.86;5.01;53.65;4.83;54.86;END;;
170;GPS;RMC;2024;12;12;GPS;GGA;9;26;44;7.43713;46.95172;13;0.9;591.1;49.5;RTCMEZ;2024;12;12;11;26;26;SENSORDATA;5.77;50.81;5.87;51.9;5;53.59;4.76;54.91;END;;
171;GPS;RMC;2024;12;12;GPS;GGA;9;26;45;7.43713;46.95172;13;0.9;591.1;49.5;RTCMEZ;2024;12;12;11;26;28;SENSORDATA;5.76;50.86;5.87;51.94;5;53.64;4.73;54.93;END;;
172;GPS;RMC;2024;12;12;GPS;GGA;9;26;46;7.43713;46.95172;13;0.9;591.1;49.5;RTCMEZ;2024;12;12;11;26;29;SENSORDATA;5.8;50.86;5.81;52.01;5.03;53.63;4.77;55.04;END;;
173;GPS;RMC;2024;12;12;GPS;GGA;9;26;47;7.43713;46.95172;13;0.9;591;49.5;RTCMEZ;2024;12;12;11;26;30;SENSORDATA;5.74;50.97;5.8;52.1;4.95;53.69;4.73;55.03;END;;
174;GPS;RMC;2024;12;12;GPS;GGA;9;26;49;7.43713;46.95172;13;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;31;SENSORDATA;5.69;51.01;5.78;52.13;4.95;53.72;4.7;55.06;END;;
175;GPS;RMC;2024;12;12;GPS;GGA;9;26;50;7.43713;46.95172;13;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;32;SENSORDATA;5.73;51.09;5.77;52.21;5;53.79;4.7;55.15;END;;
176;GPS;RMC;2024;12;12;GPS;GGA;9;26;51;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;34;SENSORDATA;5.73;51.12;5.78;52.23;4.97;53.78;4.65;55.18;END;;
177;GPS;RMC;2024;12;12;GPS;GGA;9;26;52;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;35;SENSORDATA;5.71;51.09;5.73;52.35;4.94;53.83;4.72;55.2;END;;
178;GPS;RMC;2024;12;12;GPS;GGA;9;26;54;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;36;SENSORDATA;5.63;51.09;5.71;52.38;4.88;53.84;4.69;55.26;END;;
179;GPS;RMC;2024;12;12;GPS;GGA;9;26;55;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;37;SENSORDATA;5.65;51.15;5.69;52.41;4.93;53.86;4.59;55.37;END;;
180;GPS;RMC;2024;12;12;GPS;GGA;9;26;56;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;38;SENSORDATA;5.66;51.2;5.69;52.46;4.93;53.93;4.62;55.44;END;;
181;GPS;RMC;2024;12;12;GPS;GGA;9;26;57;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;40;SENSORDATA;5.67;51.26;5.63;52.46;4.9;54.01;4.58;55.52;END;;
182;GPS;RMC;2024;12;12;GPS;GGA;9;26;58;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;41;SENSORDATA;5.67;51.26;5.67;52.53;4.93;54;4.59;55.59;END;;
183;GPS;RMC;2024;12;12;GPS;GGA;9;26;59;7.43713;46.95172;12;0.9;590.9;49.5;RTCMEZ;2024;12;12;11;26;42;SENSORDATA;5.65;51.24;5.66;52.62;4.87;54.02;4.6;55.61;END;;
184;GPS;RMC;2024;12;12;GPS;GGA;9;27;1;7.43713;46.95172;12;0.9;590.8;49.5;RTCMEZ;2024;12;12;11;26;43;SENSORDATA;5.66;51.29;5.66;52.66;4.87;54.06;4.59;55.7;END;;
185;GPS;RMC;2024;12;12;GPS;GGA;9;27;2;7.43713;46.95172;12;0.9;590.7;49.5;RTCMEZ;2024;12;12;11;26;45;SENSORDATA;5.62;51.24;5.63;52.76;4.9;54.09;4.55;55.68;END;;
186;GPS;RMC;2024;12;12;GPS;GGA;9;27;3;7.43713;46.95172;12;0.9;590.6;49.5;RTCMEZ;2024;12;12;11;26;46;SENSORDATA;5.65;51.24;5.63;52.77;4.83;54.07;4.55;55.74;END;;
187;GPS;RMC;2024;12;12;GPS;GGA;9;27;4;7.43713;46.95172;12;0.9;590.5;49.5;RTCMEZ;2024;12;12;11;26;47;SENSORDATA;5.65;51.25;5.59;52.79;4.9;54.14;4.53;55.79;END;;
188;GPS;RMC;2024;12;12;GPS;GGA;9;27;6;7.43713;46.95172;12;0.9;590.4;49.5;RTCMEZ;2024;12;12;11;26;48;SENSORDATA;5.58;51.24;5.62;52.78;4.9;54.13;4.56;55.86;END;;
189;GPS;RMC;2024;12;12;GPS;GGA;9;27;7;7.43713;46.95172;12;0.9;590.3;49.5;RTCMEZ;2024;12;12;11;26;49;SENSORDATA;5.65;51.34;5.63;52.89;4.87;54.2;4.55;55.88;END;;
190;GPS;RMC;2024;12;12;GPS;GGA;9;27;8;7.43713;46.95172;12;0.9;590.3;49.5;RTCMEZ;2024;12;12;11;26;51;SENSORDATA;5.59;51.36;5.56;52.83;4.9;54.22;4.49;55.97;END;;
191;GPS;RMC;2024;12;12;GPS;GGA;9;27;9;7.43713;46.95172;12;0.9;590.3;49.5;RTCMEZ;2024;12;12;11;26;52;SENSORDATA;5.56;51.41;5.6;52.99;4.83;54.23;4.58;55.95;END;;
192;GPS;RMC;2024;12;12;GPS;GGA;9;27;10;7.43713;46.95172;12;0.9;590.2;49.5;RTCMEZ;2024;12;12;11;26;53;SENSORDATA;5.58;51.39;5.56;52.95;4.84;54.25;4.53;55.92;END;;
193;GPS;RMC;2024;12;12;GPS;GGA;9;27;12;7.43713;46.95172;12;0.9;590.1;49.5;RTCMEZ;2024;12;12;11;26;54;SENSORDATA;5.56;51.45;5.57;53.01;4.81;54.25;4.51;56.01;END;;
194;GPS;RMC;2024;12;12;GPS;GGA;9;27;13;7.43713;46.95172;12;0.9;590.1;49.5;RTCMEZ;2024;12;12;11;26;55;SENSORDATA;5.58;51.56;5.62;53.06;4.81;54.35;4.49;56.02;END;;
195;GPS;RMC;2024;12;12;GPS;GGA;9;27;14;7.43713;46.95172;12;0.9;590;49.5;RTCMEZ;2024;12;12;11;26;57;SENSORDATA;5.52;51.53;5.56;53.04;4.81;54.35;4.49;56.13;END;;
196;GPS;RMC;2024;12;12;GPS;GGA;9;27;15;7.43713;46.95172;12;0.9;590;49.5;RTCMEZ;2024;12;12;11;26;58;SENSORDATA;5.53;51.51;5.52;53.14;4.87;54.41;4.45;56.1;END;;
197;GPS;RMC;2024;12;12;GPS;GGA;9;27;16;7.43713;46.95172;12;0.9;590;49.5;RTCMEZ;2024;12;12;11;26;59;SENSORDATA;5.52;51.5;5.49;53.14;4.87;54.47;4.45;56.15;END;;
198;GPS;RMC;2024;12;12;GPS;GGA;9;27;18;7.43713;46.95172;12;0.9;589.9;49.5;RTCMEZ;2024;12;12;11;27;0;SENSORDATA;5.55;51.55;5.49;53.22;4.79;54.42;4.42;56.15;END;;
199;GPS;RMC;2024;12;12;GPS;GGA;9;27;19;7.43713;46.95172;12;0.9;589.9;49.5;RTCMEZ;2024;12;12;11;27;1;SENSORDATA;5.52;51.59;5.52;53.27;4.84;54.47;4.47;56.23;END;;
200;GPS;RMC;2024;12;12;GPS;GGA;9;27;20;7.43713;46.95172;12;0.9;589.8;49.5;RTCMEZ;2024;12;12;11;27;3;SENSORDATA;5.5;51.62;5.49;53.24;4.8;54.51;4.44;56.28;END;;
201;GPS;RMC;2024;12;12;GPS;GGA;9;27;21;7.43713;46.95172;12;0.9;589.8;49.5;RTCMEZ;2024;12;12;11;27;4;SENSORDATA;5.49;51.56;5.54;53.26;4.8;54.54;4.49;56.23;END;;
202;GPS;RMC;2024;12;12;GPS;GGA;9;27;23;7.43713;46.95172;12;0.9;589.7;49.5;RTCMEZ;2024;12;12;11;27;5;SENSORDATA;5.49;51.62;5.47;53.28;4.77;54.65;4.44;56.37;END;;
203;GPS;RMC;2024;12;12;GPS;GGA;9;27;24;7.43713;46.95172;12;0.9;589.6;49.5;RTCMEZ;2024;12;12;11;27;6;SENSORDATA;5.48;51.6;5.47;53.28;4.77;54.58;4.45;56.44;END;;
204;GPS;RMC;2024;12;12;GPS;GGA;9;27;25;7.43713;46.95172;12;0.9;589.5;49.5;RTCMEZ;2024;12;12;11;27;8;SENSORDATA;5.48;51.6;5.46;53.33;4.77;54.66;4.42;56.35;END;;
205;GPS;RMC;2024;12;12;GPS;GGA;9;27;26;7.43713;46.95172;12;0.9;589.5;49.5;RTCMEZ;2024;12;12;11;27;9;SENSORDATA;5.46;51.62;5.46;53.31;4.73;54.59;4.44;56.43;END;;
206;GPS;RMC;2024;12;12;GPS;GGA;9;27;27;7.43713;46.95172;12;0.9;589.5;49.5;RTCMEZ;2024;12;12;11;27;10;SENSORDATA;5.49;51.62;5.47;53.33;4.79;54.63;4.45;56.47;END;;
207;GPS;RMC;2024;12;12;GPS;GGA;9;27;28;7.43713;46.95172;12;0.9;589.5;49.5;RTCMEZ;2024;12;12;11;27;11;SENSORDATA;5.46;51.64;5.39;53.3;4.73;54.75;4.45;56.49;END;;
208;GPS;RMC;2024;12;12;GPS;GGA;9;27;30;7.43713;46.95172;12;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;12;SENSORDATA;5.46;51.53;5.45;53.33;4.76;54.67;4.35;56.49;END;;
209;GPS;RMC;2024;12;12;GPS;GGA;9;27;31;7.43713;46.95172;12;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;14;SENSORDATA;5.43;51.62;5.42;53.31;4.72;54.73;4.35;56.52;END;;
210;GPS;RMC;2024;12;12;GPS;GGA;9;27;32;7.43713;46.95172;12;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;15;SENSORDATA;5.39;51.58;5.42;53.41;4.72;54.72;4.37;56.62;END;;
211;GPS;RMC;2024;12;12;GPS;GGA;9;27;33;7.43713;46.95172;12;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;16;SENSORDATA;5.42;51.61;5.42;53.36;4.7;54.72;4.35;56.6;END;;
212;GPS;RMC;2024;12;12;GPS;GGA;9;27;35;7.43713;46.95172;13;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;17;SENSORDATA;5.37;51.53;5.41;53.44;4.7;54.76;4.38;56.7;END;;
213;GPS;RMC;2024;12;12;GPS;GGA;9;27;36;7.43713;46.95172;13;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;18;SENSORDATA;5.41;51.57;5.41;53.43;4.73;54.69;4.35;56.7;END;;
214;GPS;RMC;2024;12;12;GPS;GGA;9;27;37;7.43713;46.95172;13;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;20;SENSORDATA;5.37;51.52;5.43;53.5;4.73;54.74;4.38;56.77;END;;
215;GPS;RMC;2024;12;12;GPS;GGA;9;27;38;7.43713;46.95172;13;0.9;589.3;49.5;RTCMEZ;2024;12;12;11;27;21;SENSORDATA;5.39;51.59;5.39;53.53;4.7;54.78;4.37;56.77;END;;
216;GPS;RMC;2024;12;12;GPS;GGA;9;27;39;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;22;SENSORDATA;5.32;51.65;5.42;53.55;4.7;54.75;4.3;56.78;END;;
217;GPS;RMC;2024;12;12;GPS;GGA;9;27;41;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;23;SENSORDATA;5.31;51.7;5.36;53.62;4.63;54.78;4.32;56.84;END;;
218;GPS;RMC;2024;12;12;GPS;GGA;9;27;42;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;24;SENSORDATA;5.31;51.69;5.26;53.65;4.66;54.87;4.32;56.9;END;;
219;GPS;RMC;2024;12;12;GPS;GGA;9;27;43;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;26;SENSORDATA;5.35;51.74;5.31;53.78;4.66;54.96;4.32;56.87;END;;
220;GPS;RMC;2024;12;12;GPS;GGA;9;27;44;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;27;SENSORDATA;5.32;51.84;5.28;53.81;4.64;55;4.25;56.98;END;;
221;GPS;RMC;2024;12;12;GPS;GGA;9;27;45;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;28;SENSORDATA;5.34;51.84;5.26;53.91;4.63;55;4.25;57.06;END;;
222;GPS;RMC;2024;12;12;GPS;GGA;9;27;47;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;29;SENSORDATA;5.28;52;5.29;54.02;4.59;55.01;4.27;57.07;END;;
223;GPS;RMC;2024;12;12;GPS;GGA;9;27;48;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;31;SENSORDATA;5.31;51.94;5.21;54.21;4.57;55.04;4.24;57.08;END;;
224;GPS;RMC;2024;12;12;GPS;GGA;9;27;49;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;32;SENSORDATA;5.27;51.98;5.28;54.31;4.59;55.16;4.24;57.14;END;;
225;GPS;RMC;2024;12;12;GPS;GGA;9;27;50;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;33;SENSORDATA;5.22;52.11;5.25;54.4;4.53;55.21;4.22;57.23;END;;
226;GPS;RMC;2024;12;12;GPS;GGA;9;27;51;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;34;SENSORDATA;5.22;52.24;5.22;54.5;4.57;55.2;4.17;57.23;END;;
227;GPS;RMC;2024;12;12;GPS;GGA;9;27;53;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;35;SENSORDATA;5.24;52.35;5.19;54.59;4.57;55.27;4.11;57.25;END;;
228;GPS;RMC;2024;12;12;GPS;GGA;9;27;54;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;37;SENSORDATA;5.22;52.5;5.22;54.62;4.63;55.31;4.17;57.34;END;;
229;GPS;RMC;2024;12;12;GPS;GGA;9;27;55;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;38;SENSORDATA;5.18;52.44;5.16;54.75;4.57;55.29;4.17;57.42;END;;
230;GPS;RMC;2024;12;12;GPS;GGA;9;27;56;7.43713;46.95172;13;0.9;589.4;49.5;RTCMEZ;2024;12;12;11;27;39;SENSORDATA;5.19;52.45;5.18;54.73;4.53;55.32;4.11;57.49;END;;
