Messung;Jahr;Monat;Tag;Longitude;Latitude;Height;Stunde;Minute;Sekunde;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Time;Distanz_Nachbarpunkt;Distanz_Runsum;Height_GIS1;LCZ
2285;2024;12;12;7.42251;46.95295;568.5;11;23;27;1.37;70.53;1.44;72.14;1.34;71.4;1.22;72.83;37407;0;2785.999867;553.7700195;1
2286;2024;12;12;7.42251;46.95295;568.5;11;23;28;1.3;70.44;1.42;72.16;1.32;71.41;1.22;72.79;37408;0;2785.999867;553.7700195;1
2287;2024;12;12;7.42251;46.95295;568.5;11;23;29;1.34;70.42;1.47;72.18;1.32;71.36;1.21;72.74;37409;0;2785.999867;553.7700195;1
2288;2024;12;12;7.42251;46.95295;568.4;11;23;31;1.32;70.43;1.46;72.17;1.3;71.39;1.27;72.75;37411;0;2785.999867;553.7700195;1
2289;2024;12;12;7.42251;46.95295;568.5;11;23;32;1.35;70.4;1.46;72.18;1.34;71.39;1.24;72.78;37412;0;2785.999867;553.7700195;1
2290;2024;12;12;7.42251;46.95296;568.4;11;23;33;1.32;70.39;1.4;72.18;1.3;71.28;1.27;72.75;37413;1.111574794;2787.111442;553.7399902;1
2291;2024;12;12;7.42251;46.95296;568.4;11;23;34;1.37;70.41;1.47;72.2;1.32;71.36;1.24;72.76;37414;0;2787.111442;553.7399902;1
2292;2024;12;12;7.42251;46.95296;568.4;11;23;35;1.37;70.4;1.44;72.17;1.34;71.34;1.22;72.77;37415;0;2787.111442;553.7399902;1
2293;2024;12;12;7.42251;46.95296;568.5;11;23;37;1.35;70.34;1.49;72.17;1.3;71.31;1.21;72.7;37417;0;2787.111442;553.7399902;1
2294;2024;12;12;7.42251;46.95296;568.5;11;23;38;1.34;70.31;1.46;72.14;1.33;71.37;1.24;72.73;37418;0;2787.111442;553.7399902;1
2295;2024;12;12;7.42251;46.95296;568.6;11;23;39;1.37;70.32;1.47;72.17;1.36;71.29;1.22;72.74;37419;0;2787.111442;553.7399902;1
2296;2024;12;12;7.42251;46.95296;568.7;11;23;40;1.35;70.29;1.5;72.18;1.34;71.37;1.21;72.71;37420;0;2787.111442;553.7399902;1
2297;2024;12;12;7.42251;46.95296;568.9;11;23;42;1.35;70.3;1.46;72.18;1.33;71.34;1.25;72.75;37422;0;2787.111442;553.7399902;1
2298;2024;12;12;7.42251;46.95296;568.9;11;23;43;1.32;70.28;1.49;72.18;1.36;71.35;1.27;72.73;37423;0;2787.111442;553.7399902;1
2299;2024;12;12;7.42251;46.95296;569;11;23;44;1.35;70.29;1.49;72.19;1.34;71.31;1.29;72.72;37424;0;2787.111442;553.7399902;1
2300;2024;12;12;7.42251;46.95296;569.1;11;23;45;1.37;70.3;1.49;72.19;1.33;71.3;1.27;72.7;37425;0;2787.111442;553.7399902;1
2301;2024;12;12;7.42251;46.95296;569.1;11;23;46;1.35;70.28;1.46;72.2;1.33;71.36;1.29;72.64;37426;0;2787.111442;553.7399902;1
2302;2024;12;12;7.42251;46.95296;569.2;11;23;48;1.32;70.25;1.43;72.22;1.37;71.3;1.25;72.67;37428;0;2787.111442;553.7399902;1
2303;2024;12;12;7.42251;46.95296;569.3;11;23;49;1.41;70.34;1.51;72.21;1.32;71.26;1.25;72.63;37429;0;2787.111442;553.7399902;1
2304;2024;12;12;7.42251;46.95296;569.3;11;23;50;1.37;70.33;1.44;72.18;1.36;71.24;1.24;72.67;37430;0;2787.111442;553.7399902;1
2305;2024;12;12;7.42251;46.95296;569.3;11;23;51;1.37;70.23;1.46;72.17;1.37;71.26;1.25;72.59;37431;0;2787.111442;553.7399902;1
2306;2024;12;12;7.42251;46.95296;569.3;11;23;52;1.38;70.24;1.47;72.21;1.3;71.18;1.27;72.64;37432;0;2787.111442;553.7399902;1
2307;2024;12;12;7.42251;46.95297;569.2;11;23;54;1.37;70.25;1.49;72.17;1.32;71.16;1.22;72.56;37434;1.111574795;2788.223016;553.7399902;1
2308;2024;12;12;7.42251;46.95297;569.1;11;23;55;1.38;70.25;1.49;72.11;1.36;71.22;1.31;72.66;37435;0;2788.223016;553.7399902;1
2309;2024;12;12;7.42251;46.95297;569;11;23;56;1.37;70.26;1.47;72.12;1.29;71.18;1.28;72.6;37436;0;2788.223016;553.7399902;1
2310;2024;12;12;7.42251;46.95297;568.9;11;23;57;1.34;70.19;1.46;72.07;1.34;71.2;1.25;72.54;37437;0;2788.223016;553.7399902;1
2311;2024;12;12;7.42251;46.95297;568.8;11;23;59;1.39;70.23;1.49;72.07;1.33;71.1;1.31;72.64;37439;0;2788.223016;553.7399902;1
2312;2024;12;12;7.42251;46.95297;568.7;11;24;0;1.34;70.23;1.46;72.05;1.33;71.12;1.29;72.63;37440;0;2788.223016;553.7399902;1
2313;2024;12;12;7.42251;46.95297;568.6;11;24;1;1.35;70.2;1.44;71.98;1.27;71.13;1.25;72.54;37441;0;2788.223016;553.7399902;1
2314;2024;12;12;7.42251;46.95297;568.6;11;24;2;1.38;70.2;1.51;72.05;1.37;71.08;1.27;72.57;37442;0;2788.223016;553.7399902;1
2315;2024;12;12;7.42251;46.95297;568.5;11;24;3;1.39;70.19;1.43;72.05;1.34;71.13;1.24;72.61;37443;0;2788.223016;553.7399902;1
2316;2024;12;12;7.42251;46.95297;568.5;11;24;5;1.37;70.25;1.43;72.04;1.32;71.13;1.24;72.53;37445;0;2788.223016;553.7399902;1
2317;2024;12;12;7.42251;46.95297;568.5;11;24;6;1.32;70.19;1.46;72.02;1.29;71.07;1.28;72.48;37446;0;2788.223016;553.7399902;1
2318;2024;12;12;7.42251;46.95297;568.5;11;24;7;1.37;70.22;1.44;72.02;1.32;71.07;1.27;72.48;37447;0;2788.223016;553.7399902;1
2319;2024;12;12;7.42251;46.95297;568.5;11;24;8;1.34;70.17;1.44;71.99;1.32;71.02;1.22;72.55;37448;0;2788.223016;553.7399902;1
2320;2024;12;12;7.42251;46.95296;568.5;11;24;9;1.35;70.19;1.43;72.01;1.33;71.04;1.27;72.47;37449;1.111574795;2789.334591;553.7399902;1
2321;2024;12;12;7.42251;46.95296;568.5;11;24;11;1.37;70.18;1.46;71.92;1.34;71;1.28;72.52;37451;0;2789.334591;553.7399902;1
2322;2024;12;12;7.42251;46.95296;568.5;11;24;12;1.35;70.17;1.46;72;1.34;71.05;1.24;72.42;37452;0;2789.334591;553.7399902;1
2323;2024;12;12;7.42251;46.95296;568.5;11;24;13;1.35;70.13;1.44;72.03;1.36;71.07;1.24;72.44;37453;0;2789.334591;553.7399902;1
2324;2024;12;12;7.42251;46.95296;568.5;11;24;14;1.37;70.13;1.42;71.96;1.33;70.99;1.27;72.47;37454;0;2789.334591;553.7399902;1
2325;2024;12;12;7.42251;46.95296;568.5;11;24;16;1.37;70.12;1.47;71.99;1.39;71;1.29;72.45;37456;0;2789.334591;553.7399902;1
2326;2024;12;12;7.42251;46.95296;568.4;11;24;17;1.35;70.2;1.49;72;1.34;71.06;1.28;72.4;37457;0;2789.334591;553.7399902;1
2327;2024;12;12;7.42251;46.95296;568.4;11;24;18;1.32;70.18;1.43;71.89;1.33;71.07;1.29;72.42;37458;0;2789.334591;553.7399902;1
2328;2024;12;12;7.42251;46.95296;568.4;11;24;19;1.31;70.12;1.43;71.9;1.32;71.04;1.21;72.48;37459;0;2789.334591;553.7399902;1
2329;2024;12;12;7.42251;46.95296;568.4;11;24;20;1.35;70.13;1.44;71.95;1.33;71.02;1.28;72.38;37460;0;2789.334591;553.7399902;1
2330;2024;12;12;7.42251;46.95296;568.3;11;24;22;1.35;70.12;1.44;71.91;1.34;71;1.31;72.46;37462;0;2789.334591;553.7399902;1
2331;2024;12;12;7.42251;46.95296;568.3;11;24;23;1.34;70.2;1.44;71.91;1.33;71.02;1.27;72.46;37463;0;2789.334591;553.7399902;1
2332;2024;12;12;7.42251;46.95296;568.3;11;24;24;1.32;70.17;1.43;71.89;1.29;71.02;1.28;72.36;37464;0;2789.334591;553.7399902;1
2333;2024;12;12;7.42251;46.95296;568.3;11;24;25;1.32;70.09;1.44;71.85;1.33;71.02;1.28;72.44;37465;0;2789.334591;553.7399902;1
2334;2024;12;12;7.42251;46.95296;568.3;11;24;26;1.38;70.09;1.42;71.85;1.29;70.99;1.28;72.44;37466;0;2789.334591;553.7399902;1
2335;2024;12;12;7.42251;46.95296;568.3;11;24;28;1.32;70.13;1.46;71.83;1.34;71;1.24;72.34;37468;0;2789.334591;553.7399902;1
2336;2024;12;12;7.42251;46.95296;568.3;11;24;29;1.37;70.12;1.49;71.81;1.34;70.99;1.25;72.43;37469;0;2789.334591;553.7399902;1
2337;2024;12;12;7.42251;46.95296;568.3;11;24;30;1.38;70.15;1.44;71.79;1.3;70.99;1.25;72.4;37470;0;2789.334591;553.7399902;1
2338;2024;12;12;7.42252;46.95296;568.3;11;24;31;1.37;70.12;1.47;71.81;1.32;71;1.27;72.37;37471;0.761134862;2790.095726;553.7399902;1
2339;2024;12;12;7.42252;46.95296;568.4;11;24;33;1.32;70.08;1.44;71.75;1.36;70.96;1.29;72.39;37473;0;2790.095726;553.7399902;1
2340;2024;12;12;7.42252;46.95296;568.4;11;24;34;1.35;70.07;1.43;71.79;1.32;70.94;1.28;72.36;37474;0;2790.095726;553.7399902;1
2341;2024;12;12;7.42252;46.95295;568.4;11;24;35;1.34;70.12;1.46;71.77;1.33;70.98;1.28;72.38;37475;1.111574794;2791.207301;553.7700195;1
2342;2024;12;12;7.42252;46.95295;568.4;11;24;36;1.35;70.06;1.44;71.74;1.33;70.95;1.28;72.35;37476;0;2791.207301;553.7700195;1
2343;2024;12;12;7.42252;46.95295;568.5;11;24;37;1.38;70.08;1.5;71.74;1.33;70.96;1.28;72.3;37477;0;2791.207301;553.7700195;1
2344;2024;12;12;7.42252;46.95295;568.4;11;24;39;1.32;69.97;1.43;71.78;1.32;70.93;1.25;72.33;37479;0;2791.207301;553.7700195;1
2345;2024;12;12;7.42252;46.95295;568.4;11;24;40;1.38;70.04;1.49;71.77;1.39;70.91;1.32;72.31;37480;0;2791.207301;553.7700195;1
2346;2024;12;12;7.42252;46.95295;568.4;11;24;41;1.37;70;1.43;71.71;1.32;70.94;1.32;72.34;37481;0;2791.207301;553.7700195;1
2347;2024;12;12;7.42252;46.95295;568.4;11;24;42;1.39;69.99;1.5;71.77;1.34;70.93;1.27;72.37;37482;0;2791.207301;553.7700195;1
2348;2024;12;12;7.42252;46.95295;568.4;11;24;44;1.39;69.99;1.47;71.7;1.33;70.91;1.31;72.32;37484;0;2791.207301;553.7700195;1
2349;2024;12;12;7.42252;46.95295;568.3;11;24;45;1.31;69.99;1.47;71.72;1.4;70.92;1.29;72.31;37485;0;2791.207301;553.7700195;1
2350;2024;12;12;7.42252;46.95295;568.3;11;24;46;1.38;70;1.47;71.72;1.39;70.95;1.31;72.3;37486;0;2791.207301;553.7700195;1
2351;2024;12;12;7.42252;46.95295;568.3;11;24;47;1.35;69.91;1.47;71.71;1.34;70.93;1.29;72.23;37487;0;2791.207301;553.7700195;1
2352;2024;12;12;7.42252;46.95295;568.3;11;24;48;1.39;69.99;1.46;71.68;1.36;70.96;1.29;72.31;37488;0;2791.207301;553.7700195;1
2353;2024;12;12;7.42252;46.95295;568.3;11;24;50;1.34;69.95;1.46;71.67;1.36;70.92;1.28;72.28;37490;0;2791.207301;553.7700195;1
2354;2024;12;12;7.42252;46.95295;568.3;11;24;51;1.35;69.88;1.46;71.65;1.33;70.96;1.29;72.25;37491;0;2791.207301;553.7700195;1
2355;2024;12;12;7.42252;46.95295;568.3;11;24;52;1.37;69.95;1.47;71.71;1.37;70.98;1.31;72.3;37492;0;2791.207301;553.7700195;1
2356;2024;12;12;7.42252;46.95295;568.3;11;24;53;1.35;69.99;1.46;71.69;1.36;70.89;1.31;72.28;37493;0;2791.207301;553.7700195;1
2357;2024;12;12;7.42252;46.95295;568.3;11;24;54;1.39;70.04;1.47;71.67;1.33;70.9;1.29;72.25;37494;0;2791.207301;553.7700195;1
2358;2024;12;12;7.42252;46.95295;568.3;11;24;56;1.34;70;1.47;71.67;1.34;70.91;1.31;72.22;37496;0;2791.207301;553.7700195;1
2359;2024;12;12;7.42252;46.95295;568.3;11;24;57;1.38;70;1.49;71.67;1.37;70.91;1.29;72.23;37497;0;2791.207301;553.7700195;1
2360;2024;12;12;7.42252;46.95295;568.3;11;24;58;1.35;69.94;1.53;71.68;1.39;70.91;1.32;72.25;37498;0;2791.207301;553.7700195;1
2361;2024;12;12;7.42252;46.95295;568.3;11;24;59;1.35;69.95;1.49;71.63;1.37;70.87;1.34;72.2;37499;0;2791.207301;553.7700195;1
2362;2024;12;12;7.42252;46.95295;568.3;11;25;1;1.41;70;1.46;71.68;1.36;70.82;1.32;72.22;37501;0;2791.207301;553.7700195;1
2363;2024;12;12;7.42252;46.95295;568.4;11;25;2;1.35;69.95;1.47;71.67;1.37;70.89;1.28;72.23;37502;0;2791.207301;553.7700195;1
2364;2024;12;12;7.42252;46.95295;568.4;11;25;3;1.39;69.99;1.49;71.69;1.37;70.85;1.32;72.2;37503;0;2791.207301;553.7700195;1
2365;2024;12;12;7.42252;46.95295;568.4;11;25;4;1.35;69.97;1.43;71.63;1.36;70.8;1.31;72.15;37504;0;2791.207301;553.7700195;1
2366;2024;12;12;7.42252;46.95295;568.4;11;25;5;1.39;69.95;1.49;71.68;1.37;70.87;1.34;72.23;37505;0;2791.207301;553.7700195;1
2367;2024;12;12;7.42252;46.95295;568.4;11;25;7;1.38;70;1.44;71.62;1.34;70.8;1.36;72.19;37507;0;2791.207301;553.7700195;1
2368;2024;12;12;7.42252;46.95295;568.4;11;25;8;1.39;69.97;1.46;71.64;1.33;70.8;1.32;72.17;37508;0;2791.207301;553.7700195;1
2369;2024;12;12;7.42252;46.95295;568.4;11;25;9;1.35;69.9;1.49;71.58;1.37;70.81;1.29;72.16;37509;0;2791.207301;553.7700195;1
2370;2024;12;12;7.42252;46.95295;568.3;11;25;10;1.41;69.88;1.47;71.58;1.37;70.73;1.34;72.06;37510;0;2791.207301;553.7700195;1
2371;2024;12;12;7.42252;46.95295;568.3;11;25;11;1.38;69.92;1.51;71.57;1.37;70.75;1.31;72.08;37511;0;2791.207301;553.7700195;1
2372;2024;12;12;7.42252;46.95295;568.3;11;25;13;1.39;69.88;1.47;71.59;1.36;70.8;1.28;72.08;37513;0;2791.207301;553.7700195;1
2373;2024;12;12;7.42252;46.95295;568.3;11;25;14;1.39;69.89;1.49;71.52;1.36;70.75;1.32;72.15;37514;0;2791.207301;553.7700195;1
2374;2024;12;12;7.42252;46.95295;568.3;11;25;15;1.37;69.83;1.43;71.56;1.37;70.79;1.31;72.08;37515;0;2791.207301;553.7700195;1
2375;2024;12;12;7.42252;46.95295;568.3;11;25;16;1.39;69.79;1.51;71.53;1.34;70.79;1.35;72.1;37516;0;2791.207301;553.7700195;1
2376;2024;12;12;7.42252;46.95295;568.3;11;25;18;1.41;69.79;1.46;71.5;1.37;70.77;1.28;72.04;37518;0;2791.207301;553.7700195;1
2377;2024;12;12;7.42252;46.95295;568.3;11;25;19;1.38;69.77;1.51;71.51;1.37;70.85;1.34;72.03;37519;0;2791.207301;553.7700195;1
2378;2024;12;12;7.42252;46.95295;568.3;11;25;20;1.38;69.77;1.49;71.55;1.43;70.86;1.34;72.09;37520;0;2791.207301;553.7700195;1
2379;2024;12;12;7.42252;46.95295;568.3;11;25;21;1.38;69.8;1.47;71.56;1.37;70.77;1.29;72.07;37521;0;2791.207301;553.7700195;1
2380;2024;12;12;7.42253;46.95295;568.3;11;25;22;1.39;69.73;1.5;71.55;1.33;70.85;1.31;72.09;37522;0.761135003;2791.968436;553.7700195;1
2381;2024;12;12;7.42253;46.95295;568.3;11;25;24;1.41;69.79;1.47;71.55;1.37;70.89;1.32;72.11;37524;0;2791.968436;553.7700195;1
2382;2024;12;12;7.42253;46.95295;568.3;11;25;25;1.38;69.79;1.5;71.54;1.36;70.9;1.32;72.03;37525;0;2791.968436;553.7700195;1
2383;2024;12;12;7.42253;46.95295;568.3;11;25;26;1.39;69.74;1.5;71.55;1.36;70.91;1.31;72.04;37526;0;2791.968436;553.7700195;1
2384;2024;12;12;7.42253;46.95295;568.3;11;25;27;1.35;69.73;1.49;71.62;1.37;70.91;1.35;72.05;37527;0;2791.968436;553.7700195;1
2385;2024;12;12;7.42253;46.95295;568.3;11;25;28;1.37;69.71;1.5;71.55;1.36;70.91;1.29;72.05;37528;0;2791.968436;553.7700195;1
2386;2024;12;12;7.42253;46.95295;568.2;11;25;30;1.37;69.72;1.49;71.52;1.37;70.95;1.28;72.07;37530;0;2791.968436;553.7700195;1
2387;2024;12;12;7.42253;46.95295;568.2;11;25;31;1.37;69.72;1.47;71.54;1.34;70.92;1.31;72.13;37531;0;2791.968436;553.7700195;1
2388;2024;12;12;7.42253;46.95295;568.1;11;25;32;1.42;69.7;1.47;71.53;1.36;70.92;1.28;72.07;37532;0;2791.968436;553.7700195;1
2389;2024;12;12;7.42253;46.95295;568.1;11;25;33;1.41;69.73;1.5;71.57;1.34;70.93;1.29;72.09;37533;0;2791.968436;553.7700195;1
2390;2024;12;12;7.42253;46.95295;568.1;11;25;35;1.34;69.77;1.49;71.56;1.36;70.92;1.35;72.09;37535;0;2791.968436;553.7700195;1
2391;2024;12;12;7.42253;46.95295;568;11;25;36;1.39;69.79;1.51;71.58;1.34;70.91;1.32;72.07;37536;0;2791.968436;553.7700195;1
2392;2024;12;12;7.42253;46.95295;568;11;25;37;1.41;69.74;1.5;71.52;1.33;70.92;1.31;72.06;37537;0;2791.968436;553.7700195;1
2393;2024;12;12;7.42253;46.95295;568;11;25;38;1.45;69.79;1.51;71.54;1.33;70.87;1.31;72.12;37538;0;2791.968436;553.7700195;1
2394;2024;12;12;7.42253;46.95295;568;11;25;39;1.39;69.77;1.51;71.55;1.36;70.91;1.29;72.08;37539;0;2791.968436;553.7700195;1
2395;2024;12;12;7.42253;46.95295;568;11;25;41;1.41;69.75;1.49;71.58;1.36;70.9;1.31;72.1;37541;0;2791.968436;553.7700195;1
2396;2024;12;12;7.42253;46.95295;567.9;11;25;42;1.39;69.73;1.5;71.61;1.36;70.91;1.28;72.09;37542;0;2791.968436;553.7700195;1
2397;2024;12;12;7.42253;46.95295;567.9;11;25;43;1.42;69.73;1.47;71.58;1.37;70.94;1.31;72.05;37543;0;2791.968436;553.7700195;1
2398;2024;12;12;7.42253;46.95295;567.9;11;25;44;1.45;69.78;1.49;71.64;1.37;70.9;1.27;72.07;37544;0;2791.968436;553.7700195;1
2399;2024;12;12;7.42253;46.95295;567.9;11;25;45;1.41;69.72;1.49;71.62;1.37;70.93;1.31;72.06;37545;0;2791.968436;553.7700195;1
2400;2024;12;12;7.42253;46.95295;567.8;11;25;47;1.44;69.75;1.51;71.68;1.39;70.92;1.28;72.06;37547;0;2791.968436;553.7700195;1
2401;2024;12;12;7.42253;46.95295;567.8;11;25;48;1.41;69.76;1.54;71.63;1.33;70.89;1.34;72.01;37548;0;2791.968436;553.7700195;1
2402;2024;12;12;7.42253;46.95295;567.8;11;25;49;1.41;69.75;1.51;71.61;1.39;70.88;1.34;72.04;37549;0;2791.968436;553.7700195;1
2403;2024;12;12;7.42253;46.95295;567.8;11;25;50;1.37;69.76;1.5;71.62;1.37;70.86;1.34;72.03;37550;0;2791.968436;553.7700195;1
2404;2024;12;12;7.42253;46.95295;567.8;11;25;52;1.39;69.74;1.5;71.63;1.36;70.86;1.25;72.04;37552;0;2791.968436;553.7700195;1
2405;2024;12;12;7.42253;46.95295;567.7;11;25;53;1.41;69.78;1.5;71.64;1.39;70.79;1.27;72.01;37553;0;2791.968436;553.7700195;1
2406;2024;12;12;7.42253;46.95295;567.7;11;25;54;1.44;69.72;1.51;71.67;1.39;70.83;1.28;72;37554;0;2791.968436;553.7700195;1
2407;2024;12;12;7.42253;46.95295;567.7;11;25;55;1.47;69.74;1.51;71.63;1.34;70.81;1.24;72.04;37555;0;2791.968436;553.7700195;1
2408;2024;12;12;7.42253;46.95295;567.6;11;25;56;1.45;69.71;1.49;71.65;1.36;70.81;1.28;72.06;37556;0;2791.968436;553.7700195;1
2409;2024;12;12;7.42253;46.95295;567.6;11;25;58;1.39;69.77;1.49;71.66;1.37;70.81;1.32;72.09;37558;0;2791.968436;553.7700195;1
2410;2024;12;12;7.42253;46.95295;567.6;11;25;59;1.47;69.72;1.49;71.6;1.34;70.77;1.31;72;37559;0;2791.968436;553.7700195;1
2411;2024;12;12;7.42253;46.95295;567.5;11;26;0;1.41;69.72;1.53;71.6;1.39;70.83;1.31;72.03;37560;0;2791.968436;553.7700195;1
2412;2024;12;12;7.42253;46.95295;567.5;11;26;1;1.42;69.75;1.46;71.53;1.37;70.83;1.31;72.03;37561;0;2791.968436;553.7700195;1
2413;2024;12;12;7.42253;46.95295;567.5;11;26;2;1.48;69.67;1.51;71.57;1.36;70.8;1.32;72.03;37562;0;2791.968436;553.7700195;1
2414;2024;12;12;7.42253;46.95295;567.5;11;26;4;1.42;69.71;1.57;71.61;1.39;70.88;1.27;72.02;37564;0;2791.968436;553.7700195;1
2415;2024;12;12;7.42253;46.95295;567.5;11;26;5;1.45;69.65;1.55;71.59;1.33;70.84;1.29;71.98;37565;0;2791.968436;553.7700195;1
2416;2024;12;12;7.42253;46.95295;567.4;11;26;6;1.49;69.71;1.51;71.6;1.34;70.92;1.27;72.01;37566;0;2791.968436;553.7700195;1
2417;2024;12;12;7.42253;46.95295;567.4;11;26;7;1.39;69.73;1.5;71.56;1.37;70.93;1.32;72.02;37567;0;2791.968436;553.7700195;1
2418;2024;12;12;7.42253;46.95295;567.4;11;26;9;1.42;69.62;1.5;71.59;1.32;70.9;1.35;72.02;37569;0;2791.968436;553.7700195;1
2419;2024;12;12;7.42253;46.95295;567.4;11;26;10;1.44;69.67;1.51;71.57;1.39;70.92;1.32;72.01;37570;0;2791.968436;553.7700195;1
2420;2024;12;12;7.42253;46.95295;567.4;11;26;11;1.44;69.72;1.53;71.54;1.37;70.96;1.32;72.06;37571;0;2791.968436;553.7700195;1
2421;2024;12;12;7.42253;46.95295;567.4;11;26;12;1.42;69.72;1.49;71.58;1.4;70.92;1.27;72.05;37572;0;2791.968436;553.7700195;1
2422;2024;12;12;7.42253;46.95295;567.4;11;26;13;1.47;69.73;1.5;71.52;1.36;70.86;1.32;72.01;37573;0;2791.968436;553.7700195;1
2423;2024;12;12;7.42253;46.95295;567.4;11;26;15;1.48;69.68;1.49;71.52;1.39;70.9;1.29;71.97;37575;0;2791.968436;553.7700195;1
2424;2024;12;12;7.42253;46.95295;567.4;11;26;16;1.44;69.67;1.49;71.55;1.33;70.82;1.28;71.99;37576;0;2791.968436;553.7700195;1
2425;2024;12;12;7.42253;46.95295;567.4;11;26;17;1.42;69.69;1.54;71.51;1.37;70.91;1.29;71.97;37577;0;2791.968436;553.7700195;1
2426;2024;12;12;7.42253;46.95295;567.4;11;26;18;1.44;69.73;1.53;71.57;1.36;70.87;1.32;72;37578;0;2791.968436;553.7700195;1
2427;2024;12;12;7.42253;46.95295;567.4;11;26;19;1.42;69.65;1.53;71.53;1.34;70.82;1.28;72.06;37579;0;2791.968436;553.7700195;1
2428;2024;12;12;7.42253;46.95295;567.4;11;26;21;1.44;69.64;1.53;71.54;1.34;70.84;1.31;72;37581;0;2791.968436;553.7700195;1
2429;2024;12;12;7.42253;46.95295;567.4;11;26;22;1.45;69.63;1.5;71.58;1.36;70.81;1.29;72.02;37582;0;2791.968436;553.7700195;1
2430;2024;12;12;7.42253;46.95295;567.4;11;26;23;1.45;69.7;1.53;71.6;1.4;70.8;1.28;72;37583;0;2791.968436;553.7700195;1
2431;2024;12;12;7.42253;46.95295;567.4;11;26;24;1.44;69.64;1.54;71.5;1.34;70.81;1.29;71.98;37584;0;2791.968436;553.7700195;1
2432;2024;12;12;7.42253;46.95295;567.4;11;26;26;1.42;69.62;1.53;71.62;1.34;70.79;1.27;71.99;37586;0;2791.968436;553.7700195;1
2433;2024;12;12;7.42253;46.95295;567.4;11;26;27;1.42;69.62;1.53;71.62;1.37;70.85;1.29;72.01;37587;0;2791.968436;553.7700195;1
2434;2024;12;12;7.42253;46.95295;567.4;11;26;28;1.45;69.58;1.55;71.57;1.39;70.85;1.29;71.97;37588;0;2791.968436;553.7700195;1
2435;2024;12;12;7.42253;46.95295;567.4;11;26;29;1.44;69.57;1.54;71.6;1.36;70.79;1.24;72;37589;0;2791.968436;553.7700195;1
2436;2024;12;12;7.42253;46.95295;567.4;11;26;30;1.45;69.62;1.51;71.61;1.4;70.79;1.25;71.94;37590;0;2791.968436;553.7700195;1
2437;2024;12;12;7.42253;46.95295;567.4;11;26;32;1.48;69.65;1.53;71.57;1.32;70.75;1.25;72.01;37592;0;2791.968436;553.7700195;1
2438;2024;12;12;7.42253;46.95295;567.5;11;26;33;1.44;69.58;1.53;71.6;1.33;70.77;1.25;72.03;37593;0;2791.968436;553.7700195;1
2439;2024;12;12;7.42253;46.95295;567.5;11;26;34;1.45;69.59;1.53;71.6;1.33;70.79;1.31;71.95;37594;0;2791.968436;553.7700195;1
2440;2024;12;12;7.42253;46.95295;567.5;11;26;35;1.44;69.54;1.53;71.59;1.34;70.8;1.22;71.95;37595;0;2791.968436;553.7700195;1
2441;2024;12;12;7.42253;46.95295;567.5;11;26;36;1.45;69.58;1.54;71.57;1.37;70.79;1.28;71.89;37596;0;2791.968436;553.7700195;1
2442;2024;12;12;7.42253;46.95295;567.5;11;26;38;1.48;69.58;1.55;71.54;1.36;70.77;1.28;71.95;37598;0;2791.968436;553.7700195;1
2443;2024;12;12;7.42253;46.95295;567.5;11;26;39;1.45;69.59;1.51;71.56;1.39;70.8;1.27;72.01;37599;0;2791.968436;553.7700195;1
2444;2024;12;12;7.42253;46.95295;567.6;11;26;40;1.44;69.57;1.55;71.5;1.32;70.77;1.27;72;37600;0;2791.968436;553.7700195;1
2445;2024;12;12;7.42253;46.95295;567.6;11;26;41;1.42;69.59;1.57;71.57;1.37;70.74;1.28;72.01;37601;0;2791.968436;553.7700195;1
2446;2024;12;12;7.42253;46.95294;567.6;11;26;43;1.49;69.59;1.54;71.59;1.37;70.75;1.29;72;37603;0;2791.968436;553.7800293;1
2447;2024;12;12;7.42253;46.95294;567.7;11;26;44;1.51;69.59;1.55;71.59;1.34;70.71;1.29;71.95;37604;0;2791.968436;553.7800293;1
2448;2024;12;12;7.42253;46.95294;567.7;11;26;45;1.47;69.58;1.53;71.54;1.34;70.68;1.24;72.01;37605;0;2791.968436;553.7800293;1
2449;2024;12;12;7.42253;46.95294;567.8;11;26;46;1.45;69.58;1.51;71.51;1.34;70.68;1.28;72.02;37606;0;2791.968436;553.7800293;1
2450;2024;12;12;7.42253;46.95294;567.8;11;26;47;1.44;69.62;1.55;71.51;1.34;70.75;1.28;72.03;37607;0;2791.968436;553.7800293;1
2451;2024;12;12;7.42253;46.95294;567.8;11;26;49;1.44;69.5;1.53;71.53;1.34;70.8;1.31;72.03;37609;0;2791.968436;553.7800293;1
2452;2024;12;12;7.42253;46.95294;567.8;11;26;50;1.45;69.58;1.54;71.53;1.32;70.75;1.28;71.97;37610;0;2791.968436;553.7800293;1
2453;2024;12;12;7.42253;46.95294;567.8;11;26;51;1.48;69.6;1.53;71.51;1.32;70.74;1.25;71.96;37611;0;2791.968436;553.7800293;1
2454;2024;12;12;7.42253;46.95294;567.8;11;26;52;1.44;69.47;1.53;71.5;1.39;70.78;1.27;72.07;37612;0;2791.968436;553.7800293;1
2455;2024;12;12;7.42253;46.95294;567.8;11;26;53;1.48;69.48;1.49;71.46;1.4;70.8;1.29;72.03;37613;0;2791.968436;553.7800293;1
